age,gender,region_category,joining_date,api_calls_90d,session_minutes_90d,days_since_active
55,M,Town,15-10-2015,286,277.43,15
40,M,City,10-03-2016,13201,1065.46,0
51,F,Town,06-12-2015,2086,676.94,1
36,M,City,22-08-2015,2974,809.63,5
51,M,City,16-05-2017,229,70.01,13
32,M,Town,07-02-2017,433,458.29,2
37,F,Town,20-10-2017,247,327.69,12
21,F,Town,20-11-2016,251,25.03,2
64,F,Town,27-12-2016,287,287.64,16
39,M,Village,21-01-2016,15338,282.13,1
54,M,City,22-04-2016,2488,944.46,0
55,M,Town,11-10-2015,2207,767.59,4
33,F,Town,07-07-2015,227,84.73,15
36,F,,23-12-2015,2944,823,0
26,F,Town,16-12-2016,510,256.32,7
29,M,Town,01-11-2016,288,280.59,4
19,F,City,18-07-2016,7640,1806.06,2
43,F,Town,01-04-2015,10304,904.87,3
29,F,City,28-05-2016,1922,519.42,1
37,F,Town,24-02-2016,10398,1127.14,1
28,F,Village,27-07-2016,2602,119.09,21
14,F,City,17-11-2017,12347,789.64,0
62,M,City,19-08-2017,263,296.51,1
53,F,Town,09-05-2015,8718,1055.61,1
30,F,Town,11-11-2017,12830,557.36,0
18,F,City,06-02-2017,343,454.94,0
26,F,City,01-12-2017,1351,978.85,1
61,F,Town,31-05-2016,399,223.91,8
45,M,Town,23-11-2015,7824,731.28,6
56,F,Town,19-10-2017,391,158.58,36
12,M,Town,27-04-2016,1463,428.17,0
57,F,Town,29-03-2017,9832,846.75,1
41,M,City,11-09-2015,10452,712.94,2
64,F,Town,30-04-2017,9394,1160.66,1
25,F,Town,23-07-2017,2185,749.64,4
38,M,,27-09-2016,311,196.07,7
45,M,Town,17-02-2017,14172,358.9,6
53,F,Town,21-09-2017,244,422.66,9
46,M,Town,29-10-2016,1588,787.12,7
33,M,Town,11-07-2015,1319,409.63,0
61,F,City,26-10-2016,8504,503.5,1
19,M,Town,14-08-2017,335,135.3,12
18,M,,26-02-2017,9874,1213,0
27,M,City,31-08-2015,1687,327.8,6
47,F,City,08-03-2015,341,676.48,3
52,F,City,02-10-2016,1905,524.17,10
16,M,Town,18-10-2015,8857,721.54,3
30,F,Town,27-04-2015,321,322.36,1
48,F,City,26-06-2017,2036,557.89,0
51,M,City,21-04-2015,1933,1106.58,0
40,F,City,31-10-2015,319,484.05,6
48,F,Town,04-10-2017,306,290.05,4
13,M,Town,17-11-2017,264,353.24,10
45,M,Town,03-02-2015,10131,717.06,0
30,F,Village,07-02-2015,8677,606.78,0
13,F,Village,18-04-2015,278,325.64,0
29,M,,31-12-2015,8999,739.63,5
46,F,Village,02-07-2015,10016,480.13,0
24,F,City,10-04-2016,1943,173.16,5
26,M,Village,17-08-2016,8923,1364.03,3
50,F,Town,09-04-2016,7092,970.69,1
61,M,City,03-08-2017,296,309.44,2
37,F,City,02-11-2016,323,118.14,0
56,M,Town,04-10-2015,392,567.96,3
25,F,City,10-09-2016,324,121.98,22
38,M,,26-07-2016,366,235.97,9
59,F,Town,07-01-2016,2747,357.26,4
49,F,City,09-03-2016,9457,1724.81,6
45,F,City,03-07-2015,432,440.77,1
55,F,Village,27-10-2017,1948,899.65,3
58,M,Town,25-01-2015,257,202.93,6
16,F,Town,24-07-2016,11625,1089.59,4
41,F,Town,17-08-2015,369,73.02,11
21,F,Village,02-07-2017,2094,874.42,1
58,F,Village,21-09-2016,7362,312.58,0
36,F,Town,06-02-2016,341,449.95,1
24,F,Town,29-03-2017,2372,653.62,0
45,F,City,16-01-2015,2084,244.12,4
17,M,Village,18-09-2015,1465,851.87,6
15,M,City,05-11-2017,2032,394.35,8
21,F,City,14-09-2017,349,93.67,10
59,M,Town,23-03-2016,6599,1024.61,0
63,M,City,19-05-2016,454,356.45,0
43,M,Town,11-02-2016,2329,604.93,4
41,F,City,14-08-2016,1545,733,0
43,M,City,24-11-2016,399,89.47,13
49,F,Town,05-09-2015,2834,625.72,5
21,F,Town,01-04-2016,1939,220.6,5
31,F,,25-04-2016,297,83.96,4
32,M,City,30-03-2017,486,223.87,18
52,M,Town,19-01-2016,1574,655.18,1
39,F,City,05-07-2015,9847,1263.11,1
44,F,City,15-02-2017,314,275.44,12
19,M,Town,03-10-2015,6415,238.43,1
50,M,Town,25-10-2015,2104,240.48,12
47,M,Town,09-10-2015,334,393.31,11
48,M,Town,16-11-2015,289,415.74,0
30,F,City,20-11-2016,258,150.03,4
17,M,Town,02-05-2017,13625,822.22,0
64,M,City,13-12-2015,291,288.15,7
17,M,,19-01-2016,2110,928.62,1
12,M,Town,10-07-2015,2841,1028.65,1
10,F,,02-12-2017,1642,398.3,3
32,M,City,02-11-2016,1404,877.93,0
44,F,Village,17-07-2017,1769,550.65,3
43,M,Town,04-04-2015,10017,606.84,4
33,M,Town,26-11-2016,477,209.36,9
41,F,Village,10-08-2016,2600,488.61,2
64,F,Town,31-01-2016,204,108.43,0
16,M,City,09-02-2015,256,295.42,0
42,M,,12-04-2016,12326,589.72,4
39,M,Town,11-08-2015,1870,670.35,7
35,M,City,24-09-2017,292,254.32,11
51,F,City,13-12-2016,9281,772.98,0
53,M,Town,31-07-2015,1839,311.47,0
17,F,Town,23-01-2017,504,81.26,7
30,F,Town,02-11-2017,374,228.9,0
11,F,,05-04-2015,1923,188.56,1
15,M,City,02-11-2015,1802,275.24,6
16,M,City,01-06-2016,11159,1754.06,1
55,M,,18-07-2017,9403,520.77,1
37,M,Town,10-06-2017,2154,519.61,4
41,M,City,15-09-2016,1641,704.44,5
40,F,City,14-06-2015,2911,605.1,1
19,M,Town,29-10-2017,2332,635.58,1
31,F,Town,15-03-2016,251,255.17,7
27,F,Town,18-12-2016,11036,1305.85,0
40,M,Town,05-10-2015,2984,745.36,5
56,F,Town,28-04-2016,343,331.97,22
60,M,Village,11-07-2017,384,292.33,1
29,M,City,30-08-2015,305,226.08,5
57,F,Town,17-09-2016,516,398.66,1
59,M,Town,11-09-2016,2018,407.64,0
51,M,,09-11-2016,266,256.93,3
50,M,Town,22-04-2017,1936,660.34,2
60,F,Village,28-01-2016,6232,1448.6,1
58,F,Town,29-10-2015,7466,914.83,3
36,F,Village,28-01-2015,1627,999.68,0
14,M,,02-08-2015,309,134.45,0
36,M,Town,10-12-2015,1562,819.47,0
52,F,Town,25-11-2015,2535,937.18,3
47,F,Town,20-09-2017,2090,321.68,1
62,M,City,15-12-2017,306,121.13,14
10,F,City,19-07-2015,7603,709.24,3
27,F,Town,19-06-2015,241,353.51,2
32,F,Village,20-05-2017,9720,305.93,7
42,F,Town,07-12-2017,1802,784.43,1
14,F,Town,25-01-2015,2237,538.23,1
33,F,City,28-02-2015,1311,487.59,2
34,F,Town,27-10-2015,1521,992.56,0
25,M,City,13-05-2016,12698,1171.48,1
56,M,Town,01-09-2017,232,156.42,12
55,F,City,04-09-2015,512,478.73,5
34,M,,08-08-2017,2750,402.25,11
13,M,Town,28-11-2017,14848,329.59,0
50,F,Town,24-09-2016,361,52.23,29
11,M,City,21-06-2016,16740,1174.37,4
12,M,City,20-01-2017,1596,448.71,0
39,M,City,05-03-2017,260,568,5
57,M,Town,29-07-2017,6015,690.62,3
19,F,City,06-01-2016,335,448.85,3
42,F,City,31-07-2017,256,571.67,3
34,F,Village,22-01-2017,363,215.39,0
30,F,City,15-08-2015,239,164.86,3
51,M,Town,02-02-2017,1393,369.39,5
64,F,Town,07-01-2017,12818,1118.56,4
31,M,City,14-05-2016,538,164.43,4
27,M,Town,22-09-2016,1692,965.79,3
13,M,Village,18-07-2017,293,212.88,0
51,M,City,17-07-2017,1642,497.24,1
47,F,Village,31-05-2015,2475,673.39,1
16,M,,06-06-2017,2046,789.31,0
14,M,Town,08-07-2015,221,316.7,6
61,M,Town,01-04-2016,8027,877.9,1
58,F,Town,21-09-2015,11195,1062.91,2
29,M,Village,31-07-2017,256,158.52,1
42,M,City,30-11-2017,2070,219.27,5
58,F,Town,17-08-2015,2928,639.06,5
46,M,Village,22-03-2017,12999,1208.9,4
33,F,Town,16-10-2016,2500,418.56,2
19,F,City,17-12-2015,1517,791.6,0
25,M,Village,31-03-2016,7478,1174.72,1
35,F,Town,04-01-2017,205,319.81,5
24,M,,15-08-2017,419,218.4,5
40,M,Town,19-12-2017,533,344.89,3
34,F,Town,03-10-2015,354,370.99,7
59,M,Village,10-01-2015,2505,552.72,2
39,F,City,29-04-2017,1966,470.68,0
61,F,,19-01-2015,2637,361.51,8
45,M,Town,03-04-2015,6432,880.75,1
22,M,Town,27-09-2015,463,310.67,2
61,M,,08-05-2015,8004,1428.91,0
37,M,Town,13-10-2017,2319,518.58,4
41,F,Village,08-11-2016,1565,886.44,3
56,M,Village,03-09-2017,262,274.33,14
41,M,City,22-12-2015,9998,1423.83,4
46,F,City,08-11-2016,1816,308.96,5
43,M,City,11-10-2015,12395,664.8,3
14,F,Town,04-12-2016,535,188.49,22
11,M,City,30-01-2016,394,182.25,5
38,M,Village,15-07-2016,1358,254.89,0
45,M,City,30-03-2017,279,484.68,3
30,F,,12-07-2015,1582,697.38,1
46,M,Village,06-12-2016,1408,547.49,4
36,M,Town,07-10-2015,8107,334.37,1
28,F,City,04-03-2016,2015,322.34,7
63,F,City,21-10-2015,7271,992.05,0
36,M,Town,19-07-2017,1970,846.08,0
26,F,City,11-10-2016,1810,453.9,5
34,M,,16-10-2016,1924,628.22,7
55,F,Village,15-11-2015,1831,469.44,17
34,M,City,22-10-2017,341,419.7,0
30,M,Town,15-03-2015,1607,716.7,1
56,M,Town,31-08-2015,1823,695.94,1
56,M,City,10-05-2016,2057,326.5,1
39,F,,15-08-2017,2286,591.43,1
60,F,,16-09-2015,1873,735.65,1
26,F,City,15-05-2015,2593,535.22,1
20,M,City,17-11-2017,6116,370.7,7
62,F,,10-04-2015,1448,619.02,3
34,F,Town,07-05-2016,1620,734.55,4
17,M,Town,12-08-2015,272,288.98,6
42,F,City,18-12-2016,374,214.11,10
15,M,,09-04-2016,8134,872.69,0
62,M,City,13-11-2016,199,276.85,3
61,M,Town,27-03-2016,239,425.7,0
41,F,,17-03-2017,272,151.25,19
51,M,City,17-04-2017,1555,579.14,6
38,F,,07-06-2017,238,377.97,14
35,F,City,17-02-2016,2029,135.58,5
28,M,Town,23-06-2016,317,166.05,24
30,F,,06-09-2017,10362,464.82,5
18,F,Village,03-05-2015,12929,953.48,0
16,M,Village,19-06-2016,324,605.81,4
63,F,City,21-06-2016,237,248.3,2
18,M,Town,09-09-2016,262,659.41,8
37,M,Town,02-12-2016,300,137.98,1
61,M,City,28-09-2017,6600,801.57,0
20,M,Town,02-04-2015,2591,240.96,14
47,M,City,28-08-2017,379,228.55,7
61,F,Town,14-01-2016,11401,788.24,4
33,F,City,04-02-2015,10276,602.24,2
29,F,Town,02-11-2016,1925,380.46,3
40,M,,09-10-2016,6972,1025.99,0
35,M,Town,16-10-2016,326,139.21,3
39,F,City,05-06-2015,398,262.26,8
16,M,,21-07-2016,1934,851.26,5
38,F,Town,20-02-2016,2344,333.24,0
10,F,Village,02-04-2016,11508,1479.65,0
34,F,City,13-02-2015,1716,1130.91,0
59,F,Town,15-05-2016,6589,484.57,7
37,M,Town,14-10-2015,254,286.15,19
15,F,Village,25-04-2017,2164,837.71,0
51,F,Town,26-03-2015,485,346.34,0
13,M,Town,07-02-2017,1618,1043.66,1
61,M,City,10-02-2017,3060,877.72,0
41,F,City,16-10-2015,234,153.02,20
43,M,Town,12-08-2016,8670,994.47,0
24,F,Village,19-05-2017,236,297.58,5
62,F,City,25-01-2015,2368,560.45,7
30,M,City,30-10-2017,1908,1160.51,0
14,M,Town,28-11-2017,2029,771.25,0
62,M,City,18-05-2016,336,223.16,1
46,F,City,13-09-2017,1781,307.56,18
18,F,Village,25-07-2016,2863,406.48,6
44,M,Village,01-02-2017,1591,251.86,8
17,M,,30-09-2015,10082,997.29,0
47,M,Town,17-05-2016,2354,932,3
19,F,City,07-07-2016,367,148.1,0
43,M,Town,11-09-2016,357,511.46,0
13,M,Village,02-06-2016,285,53.89,5
46,M,Village,19-06-2017,10004,913.67,1
50,F,City,05-07-2016,264,126.56,0
33,M,,15-11-2017,249,170.62,2
49,M,City,30-03-2016,305,204.81,16
51,M,Town,28-04-2017,12903,1304.91,1
21,F,City,18-06-2016,389,359.02,21
54,F,Village,12-01-2016,274,232.87,6
50,M,,01-11-2017,248,256.19,16
34,F,Town,06-07-2017,8547,469.07,3
38,M,City,07-01-2017,237,335.37,0
26,M,City,28-03-2017,290,463.49,2
48,M,Town,27-02-2016,295,176.02,15
18,F,Town,24-08-2017,464,348.27,0
36,M,City,04-07-2017,6445,857.8,0
38,F,Village,09-06-2016,461,240.91,6
23,M,Town,06-09-2017,244,374.93,17
19,F,City,12-09-2015,362,286.79,1
56,M,,02-11-2015,1507,633.99,0
21,M,Town,20-10-2017,372,309.3,2
53,M,Village,21-03-2015,316,427.81,4
13,M,,06-08-2015,359,106.24,49
40,F,City,15-12-2015,389,173.13,22
22,M,City,25-03-2016,327,206.48,6
23,M,Town,03-06-2017,270,131.65,12
19,F,City,22-03-2016,1883,593.55,5
20,F,Town,17-01-2016,473,357.12,6
23,F,City,15-05-2015,1712,184.57,8
64,M,City,30-11-2015,10949,1047.59,3
32,F,Town,19-11-2016,12925,1111.03,1
32,F,Town,15-10-2015,493,321.17,27
60,F,Town,27-11-2017,6309,583.8,0
29,F,Town,22-11-2016,6832,614.99,1
34,M,City,01-10-2016,2950,780.18,5
54,M,Town,24-04-2016,3006,696.92,2
34,M,Town,11-07-2017,369,309.65,3
18,F,City,19-07-2017,379,208.48,13
43,M,City,09-10-2016,9992,717.47,0
49,M,Town,08-09-2017,297,183.19,1
14,M,City,21-03-2016,1747,375.95,6
55,F,Town,14-10-2017,7479,694.46,13
30,M,City,05-04-2017,1913,572.1,4
53,M,,11-10-2016,2125,628.73,1
60,F,City,23-10-2016,2015,339.91,0
56,M,City,21-06-2017,9321,1147.43,0
20,F,City,28-10-2017,10187,1644.66,1
40,F,Village,24-05-2015,245,233.27,2
21,M,City,01-01-2015,2625,620.97,3
31,F,Town,11-08-2017,1948,624.2,2
35,M,,01-05-2015,1651,801.51,1
14,M,City,21-10-2017,1832,353.99,0
50,F,Town,24-03-2017,333,260.82,1
54,F,Town,12-10-2015,6804,1119.95,1
26,M,Village,30-09-2015,218,400.15,1
51,F,City,28-04-2016,7704,562.26,4
46,M,City,27-08-2015,10781,903,2
36,F,,02-09-2016,15104,499.09,6
60,F,City,30-01-2016,2350,676.82,0
29,F,Village,22-12-2017,2132,836.59,0
39,F,Village,25-08-2017,295,314.88,4
49,F,Town,02-06-2017,2185,724.36,2
21,F,Village,13-01-2016,1679,727.59,2
10,F,,24-01-2015,246,249.16,19
31,M,City,11-07-2017,438,323.97,13
27,F,,23-07-2017,1723,448.16,1
36,M,Town,14-08-2016,342,477.95,3
54,M,Town,08-03-2015,11277,511.76,5
21,F,City,04-07-2016,201,258.51,5
22,M,City,31-08-2016,315,239.83,21
34,M,Village,04-11-2017,2041,418.26,0
30,M,City,28-08-2015,11602,893.14,1
26,M,Village,25-02-2016,1439,767.41,0
18,M,Village,28-07-2017,2715,678.86,1
50,M,,31-07-2015,10017,684.55,2
39,F,City,01-09-2015,2643,254.24,0
23,M,City,30-11-2016,8966,1081.1,0
44,M,City,04-12-2017,344,478.99,6
40,M,City,08-06-2016,1952,933.81,0
38,F,Village,18-04-2015,2245,310.35,6
50,M,City,21-02-2017,310,217.71,4
28,F,,16-09-2015,333,102.02,12
58,F,,06-09-2015,10275,602.57,0
32,F,City,12-11-2015,395,129.84,4
44,F,City,14-04-2015,2045,630.33,2
10,F,Town,30-05-2015,350,202,4
39,M,Town,18-12-2017,14957,944.37,1
49,M,,15-10-2016,2229,195.16,14
53,F,Village,30-09-2016,1322,295.8,7
63,F,Town,13-06-2017,2595,574.84,8
47,F,City,19-02-2016,7120,628.75,5
28,M,Town,08-02-2017,1867,287.56,1
44,M,City,02-07-2016,2365,926.29,6
46,M,Village,23-03-2015,337,175.59,3
34,M,Village,07-07-2016,284,96.17,6
48,F,Town,20-09-2017,258,170.13,1
51,F,City,10-06-2015,373,448.32,9
53,F,Town,24-03-2015,1545,222.97,4
39,M,City,10-08-2017,10294,1473.56,0
26,M,City,23-04-2017,1847,478.35,13
25,F,City,02-06-2015,1432,495.74,0
32,F,City,22-04-2015,1451,854.23,0
52,M,,06-04-2015,240,350.33,4
46,M,City,01-05-2016,2611,340.05,3
42,F,Town,01-12-2017,319,460.9,6
28,F,City,28-01-2017,354,471.19,12
63,F,,02-08-2015,12955,329.56,0
10,M,,05-11-2017,377,414.89,1
19,F,City,18-05-2015,9705,338.56,5
15,F,City,25-02-2016,1598,673.48,0
59,F,Town,14-10-2015,1659,376.84,5
53,F,Town,21-05-2017,349,73.47,46
33,F,Village,14-07-2017,2703,253.9,1
39,M,Town,11-04-2017,2250,841.88,0
44,M,Town,15-09-2017,1596,361.61,5
58,F,Town,27-02-2017,304,312.6,4
41,M,Town,04-02-2017,10278,520.62,0
44,F,City,17-01-2017,1782,829.94,4
25,F,Village,07-12-2015,7838,830.45,0
16,M,Village,30-06-2017,1958,250.59,15
16,M,Town,31-10-2016,10323,527.24,1
13,M,Village,09-09-2017,323,321.42,5
55,M,Town,31-08-2016,1365,1605.85,0
15,M,City,20-02-2017,2922,447.64,0
35,M,City,29-07-2017,415,153.4,21
64,M,City,12-09-2017,398,202.96,5
35,M,Village,24-02-2017,1992,354.45,5
49,F,Town,09-04-2016,221,285.9,1
47,F,City,09-04-2017,1775,314.4,0
22,M,City,24-12-2017,320,373.22,5
34,M,Town,10-08-2016,426,241.09,28
26,F,City,12-06-2017,345,269.73,3
50,M,Village,12-03-2015,1572,380.31,1
46,F,,26-06-2015,2405,1049.83,4
33,M,Town,13-08-2016,294,133.29,0
14,F,Village,12-06-2015,399,157.62,9
54,F,,20-07-2017,386,136.37,10
35,F,Village,03-06-2017,292,418.38,1
31,F,Town,29-08-2017,311,454.38,3
38,M,Town,13-03-2015,8023,865.03,6
14,F,Town,10-10-2017,7657,501.52,6
56,F,Town,11-03-2016,1767,673.58,3
57,M,Town,31-10-2015,285,97.85,14
49,F,City,11-07-2017,6859,1086.21,3
15,F,City,29-10-2017,253,373.96,2
61,M,City,08-04-2017,13665,824.34,2
60,M,City,29-12-2016,428,346.38,4
55,F,Town,25-07-2015,355,437.72,20
12,F,Town,12-01-2017,273,416.36,2
34,F,Town,05-02-2017,2207,989.1,0
48,M,Town,01-09-2015,2063,260.73,5
20,M,Town,18-08-2015,368,338.26,14
18,M,,02-12-2016,10159,1486.68,6
24,M,Town,18-02-2016,9255,589.99,0
26,F,Village,28-01-2016,11819,274.26,3
31,M,Village,30-09-2016,1534,255.06,0
60,F,Town,04-07-2017,9677,1018.04,0
37,M,City,05-08-2017,361,148.12,5
54,F,,19-07-2017,337,181.8,20
59,F,Village,18-06-2017,1811,597.83,0
57,M,,11-11-2016,337,469.05,7
33,M,City,01-09-2016,249,301.77,6
35,M,Village,22-11-2017,7936,972.25,1
27,M,Village,11-11-2017,1889,225.99,0
43,F,Town,18-08-2016,319,272.24,20
49,M,Town,10-05-2015,10236,396.77,2
50,M,City,05-09-2015,337,128.76,8
24,M,Town,21-09-2015,1881,1080,0
31,F,,08-03-2017,269,179.63,13
34,M,Village,09-12-2016,1319,485.3,2
23,M,Town,13-06-2017,293,495.61,0
45,F,City,02-03-2016,7216,1088.02,4
55,F,,11-10-2017,8078,1113.84,0
17,F,City,14-02-2015,3158,1039.14,2
50,M,Village,07-04-2015,8338,593.94,1
47,F,Town,09-04-2017,7615,696.19,3
51,F,City,09-08-2015,295,455.69,1
38,M,,05-06-2016,252,276.33,0
31,F,Town,06-12-2017,9376,1468.7,1
16,F,Town,14-04-2015,1328,556.86,0
30,F,Town,16-12-2017,2378,641.46,1
51,F,Town,11-07-2016,236,52.18,22
11,M,Village,26-02-2016,2239,663.93,4
43,F,Town,18-09-2016,2294,500.64,1
29,M,City,14-09-2015,383,509.95,0
43,F,Town,10-10-2016,12373,808.73,0
63,M,City,18-12-2016,353,732.77,1
28,F,Town,04-10-2017,283,220.7,22
36,F,,16-07-2017,2049,749.13,6
11,M,City,14-04-2016,10696,799.26,1
58,F,Town,12-04-2017,9692,542.45,0
16,F,City,29-08-2015,1801,907.43,0
20,F,Town,05-05-2017,276,169.34,6
36,F,Village,16-06-2016,411,280.34,0
20,F,,25-01-2016,2272,551.2,5
51,F,City,11-05-2017,356,219.19,3
59,M,Town,21-09-2015,1350,256.88,8
18,M,Town,23-04-2015,1572,839.95,0
49,F,City,25-10-2016,252,433.63,3
46,M,Village,24-01-2015,314,248.69,0
24,M,Village,23-11-2016,1301,919.91,6
24,F,Village,07-03-2016,15758,961.11,0
45,M,Village,08-08-2015,9242,874.21,0
46,M,,25-06-2017,2384,762.74,0
62,M,City,06-04-2015,1779,1331.11,1
30,M,Town,30-05-2016,10864,544.87,1
35,F,,27-01-2015,6828,755.19,1
43,M,Town,24-06-2015,305,468.86,4
63,M,Town,07-04-2015,365,374.4,0
60,M,City,06-05-2017,1839,785.46,1
20,M,Town,18-07-2017,426,315.93,1
28,F,,02-07-2015,1678,481.03,6
24,F,Town,19-04-2015,348,119.67,12
50,F,Town,19-11-2015,380,175.28,9
30,F,Town,10-02-2015,2698,487.17,3
10,M,City,13-01-2015,222,135.49,6
44,F,City,01-09-2017,2669,611.45,3
44,M,Village,24-08-2015,281,87.28,1
16,M,City,21-11-2016,8328,735.6,0
41,M,,28-10-2017,10712,1118.46,5
48,F,Town,04-12-2017,487,236.91,0
60,F,,27-05-2016,288,327.7,5
64,F,City,17-06-2016,470,246.38,10
41,F,City,04-07-2016,1822,731.41,3
59,M,Town,01-12-2016,356,288.66,0
13,M,Village,14-11-2016,3135,688.52,6
54,M,City,28-10-2017,2127,830.82,1
33,F,Town,29-03-2017,445,323.44,3
49,M,Town,23-09-2015,9413,1156.44,1
41,F,City,14-10-2017,398,179.84,7
33,F,Town,06-07-2017,340,259.96,1
61,F,City,24-02-2017,7080,775.42,6
19,F,,24-06-2017,482,288.69,5
39,F,Town,24-01-2017,244,148.4,1
14,F,,21-12-2016,258,322.49,7
18,F,Town,27-06-2015,11650,434.05,0
35,M,City,29-04-2016,1508,396.86,6
57,M,Village,06-06-2017,434,298.4,7
23,M,Village,01-04-2015,221,285.69,0
63,F,Village,03-08-2015,11533,1463.36,2
40,F,City,13-09-2016,2328,683.69,0
63,F,City,06-10-2016,1508,439.01,0
27,M,City,27-01-2016,9116,745.35,5
50,M,City,28-07-2017,366,247.34,11
41,F,City,19-07-2016,285,116.36,20
56,F,Town,10-04-2015,9370,1874.02,1
32,F,City,16-06-2015,297,506.83,2
13,F,City,28-05-2016,322,452.42,5
50,F,City,13-01-2017,1881,349.04,0
15,F,Village,18-09-2015,339,276.42,20
30,F,Village,14-10-2017,7127,788.83,0
18,F,,11-11-2016,12965,990.32,2
57,F,,13-01-2016,1515,764.8,1
46,F,Village,01-05-2016,6464,1031.89,0
26,M,,26-12-2016,310,73.21,3
30,M,City,19-04-2016,1606,487.02,7
15,M,Town,15-09-2016,1430,420.38,5
57,F,Town,04-08-2016,343,276.64,10
62,F,City,12-11-2015,1268,225.79,7
28,M,Town,27-02-2017,1626,761.54,7
47,M,Village,15-04-2015,1757,453.54,4
54,F,City,26-01-2015,10635,649.6,3
10,F,Town,30-03-2017,442,90.05,9
53,M,City,01-03-2016,11378,334.62,4
64,M,Town,30-01-2017,1590,332.4,2
58,M,Town,06-05-2016,261,204.08,4
38,M,Town,02-12-2016,2225,740.54,0
24,F,City,05-04-2017,2845,155.77,0
27,F,City,12-04-2017,2417,745.77,4
43,F,City,15-09-2015,1228,677.14,4
16,F,Town,12-06-2016,272,251.3,11
13,M,Town,17-05-2015,344,376.11,4
49,F,,03-06-2015,342,345.95,4
24,F,Town,12-06-2016,280,627.17,0
50,M,,24-05-2017,371,148.82,7
57,M,Town,23-09-2015,1967,621.22,1
58,M,City,15-05-2016,374,407.25,11
63,F,City,20-10-2015,387,43.92,27
33,M,City,27-05-2015,245,207.7,1
54,F,,12-05-2015,2214,329.27,1
43,F,Town,28-04-2015,434,248.36,6
44,M,Town,11-10-2016,1992,341.56,1
23,M,Town,21-05-2017,295,370.33,1
26,M,City,11-02-2017,1802,549.22,6
37,F,Town,11-06-2016,1193,388.41,0
43,F,City,09-11-2016,508,208.42,15
57,M,City,15-10-2017,10439,261.39,1
23,F,Town,26-04-2015,2121,430.72,0
48,F,Town,12-03-2017,10118,1567.04,1
25,F,Town,30-09-2016,2041,512.04,0
61,F,City,01-12-2015,350,625.43,5
54,F,City,17-02-2016,7892,1145.9,1
46,M,,04-06-2017,288,238.48,13
21,M,,29-06-2015,283,262.34,12
53,M,Town,17-10-2017,8454,297.55,0
44,M,Town,09-04-2015,8887,1137.72,0
60,M,Village,06-10-2015,10560,565.2,2
34,F,Town,22-11-2017,1948,673.61,0
33,F,Town,11-12-2016,1959,419.56,6
61,M,City,28-03-2017,1734,621.26,3
31,M,City,15-01-2017,10763,1420.19,4
35,F,Town,05-03-2017,206,188.41,9
21,M,City,29-07-2015,10546,761.02,3
58,M,Town,25-08-2017,6858,630.7,0
11,M,Village,12-04-2016,340,381.54,9
23,M,Town,26-05-2015,10349,1044.11,0
60,F,Village,14-03-2016,2081,737.37,0
41,F,Town,24-04-2017,1494,834.5,0
51,M,Town,09-05-2017,2651,420.21,0
28,M,Village,15-09-2017,11966,1803.55,0
53,F,,27-09-2015,1680,1145.82,4
17,M,City,07-07-2017,10277,584.35,8
49,F,City,08-05-2016,2060,582.88,1
58,F,Village,03-12-2017,2632,213.62,0
51,F,City,26-09-2017,2778,269.07,1
27,F,Town,27-08-2017,13024,967.88,2
21,F,Town,09-09-2017,379,75.55,14
27,M,,29-06-2017,2112,981.49,3
24,F,City,08-10-2015,3015,580.92,0
29,M,City,17-04-2016,1781,218.06,0
61,F,Town,30-12-2016,13999,1024.14,1
28,M,Village,07-08-2017,1287,654.01,2
32,M,Town,21-03-2016,203,192.45,0
28,F,Town,21-06-2015,310,196.56,0
30,F,Village,25-03-2016,458,328.73,7
12,F,City,12-02-2015,330,58.32,8
35,F,City,17-09-2015,354,339,3
55,M,,05-01-2016,10355,310.63,2
13,M,Village,09-05-2015,1812,440.88,0
12,M,Town,02-12-2016,6372,1003.73,6
42,M,Town,25-09-2015,2338,746.14,0
60,F,City,17-12-2017,272,291.68,7
20,M,Town,31-05-2015,2832,293.65,1
52,M,Village,25-08-2017,1248,240.8,14
42,F,,07-12-2017,416,104.66,0
48,M,Village,02-08-2016,298,161.38,29
61,F,Town,05-08-2017,286,510.14,5
41,F,Town,08-09-2015,10655,1317.35,0
39,F,Town,06-06-2017,500,426.85,13
20,M,Town,30-05-2016,10235,414.96,0
42,F,City,15-03-2017,1671,497.14,0
16,M,Town,01-06-2016,2345,288.04,2
16,F,Village,09-04-2017,11665,713.65,0
64,M,Town,17-05-2016,2239,264.35,8
33,M,,19-04-2016,16312,320.32,6
63,F,City,12-06-2017,275,461.6,4
16,F,Village,08-10-2017,1307,735.98,1
24,F,,06-09-2015,3039,205.5,7
50,F,,13-12-2015,1151,584.46,6
41,F,Town,19-03-2016,10772,1022.94,0
15,F,Town,07-11-2017,366,165.63,3
12,F,City,19-03-2015,7863,612.1,2
54,M,Town,05-11-2015,343,421.77,3
42,M,City,09-03-2017,1628,761.61,0
47,M,Village,30-05-2015,263,203.4,11
63,F,City,11-08-2016,2161,390.81,1
12,F,City,24-09-2016,1703,864.87,0
15,F,Town,22-12-2015,15922,1614.76,1
22,F,Town,11-01-2015,2537,534.18,2
12,F,Town,06-07-2016,198,429.75,8
16,F,Village,27-07-2017,11028,708.42,6
28,M,City,06-01-2015,1737,636.51,9
